timesteps,reward
2046.0,-2480.0
4092.0,-2510.0
6138.0,-1970.0
8184.0,-692.0
10230.0,-805.0
12276.0,-1830.0
14322.0,-291.0
16368.0,-508.0
18414.0,-179.0
20460.0,50.3
22506.0,-96.0
24552.0,-55.2
26598.0,77.3
28644.0,113.0
30690.0,32.5
32736.0,135.0
34782.0,121.0
36828.0,4.92
38874.0,92.6
40920.0,108.0
42966.0,109.0
45012.0,10.8
47058.0,150.0
49104.0,139.0
51150.0,81.7
53196.0,128.0
55242.0,166.0
57288.0,168.0
59334.0,181.0
61380.0,123.0
63426.0,161.0
65472.0,163.0
67518.0,186.0
69564.0,172.0
71610.0,164.0
73656.0,159.0
75702.0,123.0
77748.0,165.0
79794.0,188.0
81840.0,122.0
83886.0,138.0
85932.0,197.0
87978.0,186.0
90024.0,160.0
92070.0,204.0
94116.0,207.0
96162.0,193.0
98208.0,218.0
100254.0,220.0
102300.0,176.0
104346.0,191.0
106392.0,207.0
108438.0,239.0
110484.0,232.0
112530.0,229.0
114576.0,245.0
116622.0,247.0
118668.0,259.0
120714.0,281.0
122760.0,285.0
124806.0,277.0
126852.0,284.0
128898.0,287.0
130944.0,295.0
132990.0,305.0
135036.0,317.0
137082.0,307.0
139128.0,320.0
141174.0,320.0
143220.0,336.0
145266.0,334.0
147312.0,329.0
149358.0,346.0
151404.0,341.0
153450.0,355.0
155496.0,344.0
157542.0,358.0
159588.0,347.0
161634.0,361.0
163680.0,363.0
165726.0,359.0
167772.0,353.0
169818.0,351.0
171864.0,353.0
173910.0,333.0
175956.0,367.0
178002.0,367.0
180048.0,366.0
182094.0,366.0
184140.0,292.0
186186.0,364.0
188232.0,360.0
190278.0,376.0
192324.0,379.0
194370.0,377.0
196416.0,366.0
198462.0,361.0
200508.0,384.0
202554.0,385.0
204600.0,382.0
206646.0,391.0
208692.0,395.0
210738.0,393.0
212784.0,397.0
214830.0,383.0
216876.0,396.0
218922.0,407.0
220968.0,398.0
223014.0,403.0
225060.0,401.0
227106.0,400.0
229152.0,406.0
231198.0,402.0
233244.0,399.0
235290.0,405.0
237336.0,411.0
239382.0,416.0
241428.0,414.0
243474.0,392.0
245520.0,415.0
247566.0,415.0
249612.0,396.0
251658.0,416.0
