timesteps,reward
2046.0,-2410.0
4092.0,-2270.0
6138.0,-1580.0
8184.0,-3120.0
10230.0,-821.0
12276.0,-751.0
14322.0,-339.0
16368.0,-118.0
18414.0,-184.0
20460.0,-221.0
22506.0,-202.0
24552.0,-53.4
26598.0,102.0
28644.0,-82.1
30690.0,114.0
32736.0,127.0
34782.0,149.0
36828.0,141.0
38874.0,133.0
40920.0,154.0
42966.0,155.0
45012.0,165.0
47058.0,177.0
49104.0,162.0
51150.0,147.0
53196.0,173.0
55242.0,191.0
57288.0,128.0
59334.0,179.0
61380.0,101.0
63426.0,88.3
65472.0,163.0
67518.0,195.0
69564.0,167.0
71610.0,207.0
73656.0,159.0
75702.0,120.0
77748.0,198.0
79794.0,167.0
81840.0,219.0
83886.0,230.0
85932.0,109.0
87978.0,191.0
90024.0,225.0
92070.0,234.0
94116.0,249.0
96162.0,233.0
98208.0,237.0
100254.0,276.0
102300.0,273.0
104346.0,278.0
106392.0,282.0
108438.0,283.0
110484.0,285.0
112530.0,296.0
114576.0,294.0
116622.0,309.0
118668.0,315.0
120714.0,301.0
122760.0,318.0
124806.0,321.0
126852.0,331.0
128898.0,336.0
130944.0,332.0
132990.0,319.0
135036.0,340.0
137082.0,340.0
139128.0,356.0
141174.0,357.0
143220.0,354.0
145266.0,359.0
147312.0,370.0
149358.0,360.0
151404.0,360.0
153450.0,378.0
155496.0,366.0
157542.0,378.0
159588.0,361.0
161634.0,378.0
163680.0,382.0
165726.0,379.0
167772.0,379.0
169818.0,376.0
171864.0,367.0
173910.0,375.0
175956.0,379.0
178002.0,339.0
180048.0,368.0
182094.0,374.0
184140.0,396.0
186186.0,398.0
188232.0,394.0
190278.0,389.0
192324.0,404.0
194370.0,389.0
196416.0,406.0
198462.0,402.0
200508.0,392.0
202554.0,404.0
204600.0,408.0
206646.0,404.0
208692.0,408.0
210738.0,408.0
212784.0,410.0
214830.0,401.0
216876.0,410.0
218922.0,411.0
220968.0,335.0
223014.0,351.0
225060.0,382.0
227106.0,366.0
229152.0,398.0
231198.0,406.0
233244.0,412.0
235290.0,412.0
237336.0,411.0
239382.0,402.0
241428.0,299.0
243474.0,406.0
245520.0,349.0
247566.0,418.0
249612.0,284.0
251658.0,409.0
